TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BAUH4;86,93;1,42;16,09;3,34;2,33;25,05;8,24;10,69;20,87;;-2,70;-0,43;1,72;8,91;-5,15;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;102.096,00;26,02;5,40;0,55;
BAZA3;74,99;10,68;3,60;0,60;0,07;14,87;22,77;20,75;3,28;3,28;;;0,75;85,67;-0,07;;16,62;1,98;;0,12;0,88;0,10;26,63;33,51;201.698,52;125,37;20,84;-0,32;4.203.813.041,85
BBAS3;20,33;8,48;6,21;0,64;0,05;34,96;2,96;6,48;13,61;13,61;;;0,40;1,96;-0,05;11,97;10,31;0,77;;0,07;0,92;0,12;17,31;2,74;432.496.456,26;31,76;3,27;-0,13;116.507.856.033,20
BBDC3;14,83;8,41;7,49;0,90;0,07;31,68;8,22;8,95;8,15;8,85;;;0,67;0,77;-0,08;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;65.223.038,04;16,43;1,98;0,13;170.458.535.730,15
BBDC4;17,36;7,78;8,77;1,06;0,09;31,68;8,22;8,95;9,55;8,85;;;0,78;0,91;-0,10;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;321.708.778,83;16,43;1,98;0,15;170.458.535.730,15
BBML3;3.936,42;;-953,24;-726,01;151,19;-1,36;-9,39;-11,16;-1.133,67;-1.136,71;-3,04;;106,40;-192,44;-213,85;0,27;-76,16;-15,86;-166,64;-0,21;1,21;1,42;25,94;;;-5,42;-4,13;-0,35;160.451.699.191,56
BBSE3;32,02;13,31;7,18;6,10;3,00;;;;6,47;6,47;;;;22,23;-5,63;1,40;84,97;41,71;;0,49;0,51;0,00;;6,01;125.673.160,00;5,25;4,46;1,14;64.040.000.000,00
BDLL3;9,90;;-0,81;-0,06;0,03;18,85;-40,93;-35,53;-0,70;-8,13;-7,55;;0,29;-0,06;-0,05;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;2.650,00;-153,42;-12,22;0,01;12.970.784,88
BDLL4;7,01;;-0,57;-0,05;0,02;18,85;-40,93;-35,53;-0,50;-8,13;-7,55;;0,20;-0,04;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;5.025,29;-153,42;-12,22;0,00;12.970.784,88
BEEF3;6,68;;-7,89;4,68;0,15;19,01;7,07;-1,91;2,13;6,65;4,52;9,92;0,15;0,96;-0,39;1,34;-59,34;-1,90;10,74;0,03;0,95;1,00;14,75;;33.720.826,39;1,43;-0,85;0,01;6.679.851.029,32
BEES3;8,02;5,96;7,48;1,18;0,07;31,53;10,44;7,81;5,59;5,56;;;0,58;0,34;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;64.565,39;6,80;1,07;0,59;2.772.039.643,56
BEES4;7,86;6,58;7,33;1,16;0,07;31,53;10,44;7,81;5,48;5,56;;;0,57;0,34;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;18.450,00;6,80;1,07;0,57;2.772.039.643,56
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;31,00;8,76;5,62;0,80;0,05;32,84;11,92;7,76;3,65;3,42;;;0,44;6,63;-0,05;;14,19;0,88;;0,06;0,94;0,11;13,57;7,30;31.653,50;38,91;5,52;4,41;625.006.353,14
BGIP4;27,01;11,05;4,89;0,69;0,04;32,84;11,92;7,76;3,18;3,42;;;0,38;5,77;-0,04;;14,19;0,88;;0,06;0,94;0,11;13,57;7,30;26.132,17;38,91;5,52;3,84;625.006.353,14
BHIA3;3,29;;-1,35;0,66;0,07;30,06;-1,82;-5,98;-4,44;-18,82;-14,38;2,15;0,08;-0,53;-0,12;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;15.308.428,74;4,96;-2,44;0,12;2.151.259.929,42
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;9,98;;-20,27;5,74;3,27;12,48;-36,57;-48,45;-26,86;-27,46;-0,60;0,13;9,82;11,12;-6,20;2,64;-28,30;-16,12;-14,98;0,57;0,43;0,33;74,06;;237.301,78;1,74;-0,49;1,25;1.365.678.489,36
BLAU3;12,50;2,79;7,93;0,99;0,65;39,95;23,89;15,99;5,31;5,80;0,49;0,09;1,27;2,02;-1,22;3,17;12,47;8,14;8,83;0,65;0,35;0,51;12,41;7,14;1.338.630,91;12,63;1,58;0,26;2.242.424.237,50
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;43,00;2,52;8,01;2,18;0,15;47,17;7,89;8,15;8,28;8,70;;;0,65;0,77;-0,19;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;6.985,08;19,74;5,37;10,36;4.737.877.788,80
BMEB4;48,80;2,44;9,09;2,47;0,17;47,17;7,89;8,15;9,39;8,70;;;0,74;0,88;-0,21;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;500.791,09;19,74;5,37;11,76;4.737.877.788,80
BMGB4;3,97;10,13;7,62;0,52;0,05;40,50;1,57;3,34;16,21;16,21;;;0,25;-0,12;-0,05;0,03;6,80;0,63;;0,09;0,91;0,19;20,01;-4,73;1.071.845,87;7,67;0,52;-0,32;2.315.432.671,67
BMIN3;22,99;1,54;12,40;0,78;0,18;25,17;27,33;16,16;7,33;7,07;;;2,00;62,11;-0,18;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;2.299,00;29,53;1,85;0,57;107.025.561,50
BMIN4;17,49;8,00;9,43;0,59;0,14;25,17;27,33;16,16;5,58;7,07;;;1,52;47,25;-0,14;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;1.909,00;29,53;1,85;0,43;107.025.561,50
BMKS3;429,01;7,72;2,54;0,75;0,59;29,89;-5,33;518,61;-246,95;-53,91;193,04;-0,59;13,16;0,86;-3,86;5,35;29,69;23,24;-14,23;0,78;0,22;0,04;-0,59;95,58;10.592,04;569,45;169,04;0,01;195.092.297,50
BMOB3;21,30;7,95;14,48;1,62;1,13;24,08;8,22;7,99;14,07;10,42;-3,65;-0,42;1,16;2,70;-3,40;2,65;11,17;7,77;5,25;0,70;0,30;0,97;57,50;28,16;5.826.824,00;13,17;1,47;1,35;1.823.458.749,60
BNBR3;97,52;6,13;3,56;0,65;0,13;45,86;50,57;29,88;2,10;2,10;;;1,06;2,91;-0,14;;18,25;3,64;;0,20;0,80;0,12;8,63;9,28;15.238,07;150,25;27,42;0,15;9.625.199.522,48
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,59;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;290.004.449,88
BOBR4;1,24;;4,43;342,20;0,35;41,02;13,83;4,73;1,52;2,59;1,23;277,35;0,21;-19,13;-0,76;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;5.991,96;0,00;0,28;-0,14;290.004.449,88
BPAC11;47,38;2,23;14,40;2,72;0,28;43,02;42,32;35,02;11,92;11,92;;;5,04;-0,38;-0,28;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;203.592.557,74;17,43;3,29;0,83;181.719.987.396,21
BPAC3;26,44;1,33;24,11;4,55;0,46;43,02;42,32;35,02;19,96;11,92;;;8,45;-0,64;-0,46;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;59.363,04;5,81;1,10;1,40;181.719.987.396,21
BPAC5;10,45;3,37;9,53;1,80;0,18;43,02;42,32;35,02;7,89;11,92;;;3,34;-0,25;-0,18;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;36.657,78;5,81;1,10;0,55;181.719.987.396,21
BPAN4;9,98;2,42;31,63;1,68;0,19;40,14;0,30;2,73;286,44;286,44;;;0,86;-140,47;-0,19;0,02;5,33;0,60;;0,11;0,89;0,22;10,77;-8,43;8.434.121,00;5,92;0,32;-0,92;12.665.319.498,20
BPAR3;117,42;10,42;3,81;0,50;0,06;50,96;11,97;8,37;2,66;2,66;;;0,32;4,03;-0,06;;13,14;1,51;;0,11;0,89;0,18;14,76;-1,95;0,00;234,80;30,85;-0,19;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;15,71;11,74;5,71;0,70;0,70;;;;6,10;6,24;-0,29;-0,03;;24,78;-0,72;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;266.156,48;22,31;2,75;-0,14;6.609.229.153,50
BRAP4;17,41;11,65;6,33;0,78;0,78;;;;6,76;6,24;-0,29;-0,03;;27,46;-0,80;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;25.899.224,65;22,31;2,75;-0,15;6.609.229.153,50
BRAV3;15,29;;4,52;0,58;0,16;28,96;29,34;15,45;2,38;6,51;4,12;1,00;0,70;3,49;-0,20;1,37;12,81;3,61;7,83;0,28;0,72;0,23;206,24;;93.812.124,09;26,37;3,38;-0,01;7.103.080.627,72
BRBI11;18,50;11,19;10,76;2,41;0,13;100,00;3,91;51,30;141,25;48,45;-92,80;-1,58;5,52;2,94;-13,22;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;3.787.584,48;7,69;1,72;-4,82;1.942.420.524,00
BRBI3;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;48,45;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.942.420.524,00
BRBI4;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;48,45;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.942.420.524,00
BRFS3;17,95;15,55;7,97;1,70;0,44;26,31;11,49;5,61;3,89;4,66;0,77;0,34;0,45;2,55;-0,91;1,52;21,28;5,58;13,44;0,26;0,72;0,99;12,91;64,51;373.289.235,59;10,58;2,25;0,09;28.579.854.639,05
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;7,41;;-1,02;-1,55;0,06;6,52;-1,65;-7,47;-4,60;-32,66;-28,24;;0,08;1,12;-0,10;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;165.348,43;-4,77;-7,29;0,03;5.672.343.406,18
BRKM5;6,73;;-0,92;-1,41;0,06;6,52;-1,65;-7,47;-4,18;-32,66;-28,24;;0,07;1,02;-0,09;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;18.751.608,83;-4,77;-7,29;0,03;5.672.343.406,18
BRKM6;6,52;;-0,89;-1,37;0,06;6,52;-1,65;-7,47;-4,05;-32,66;-28,24;;0,07;0,99;-0,09;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;6.218,73;-4,77;-7,29;0,02;5.672.343.406,18
BRML3;8,26;;12,55;0,57;0,34;88,79;65,47;33,24;6,37;8,29;1,92;0,17;4,17;7,22;-0,37;2,20;4,52;2,70;6,68;0,60;0,40;0,08;4,55;-15,42;;14,57;0,66;-0,16;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,23;14,59;11,30;0,00;-1,51;-1,51;-0,54;0,00;0,00;0,00;2,45;27,79;17,88;17,45;0,64;0,35;1,58;6,83;17,37;;1,74;0,48;0,00;0,00
BRSR3;13,94;8,90;6,14;0,53;0,04;31,32;5,59;4,93;5,40;5,03;;;0,30;3,22;-0,04;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;79.734,26;26,49;2,27;-1,51;5.309.597.708,26
BRSR5;17,90;6,97;7,88;0,68;0,05;31,32;5,59;4,93;6,94;5,03;;;0,39;4,13;-0,05;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;525,00;26,49;2,27;-1,94;5.309.597.708,26
BRSR6;12,02;10,33;5,29;0,45;0,03;31,32;5,59;4,93;4,66;5,03;;;0,26;2,78;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;7.068.817,61;26,49;2,27;-1,30;5.309.597.708,26
BRST3;2,98;1,31;11,26;0,84;0,32;42,40;14,96;8,46;6,37;11,40;5,03;0,66;0,95;3,22;-0,45;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;400.967,48;3,56;0,26;-0,95;1.305.262.460,26
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;8,71;4,75;5,24;1,06;0,06;35,96;11,12;7,43;3,50;3,62;;;0,39;-2,15;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;13.637,59;8,20;1,66;0,00;4.384.091.220,07
BSLI4;9,61;4,73;5,78;1,17;0,06;35,96;11,12;7,43;3,86;3,62;;;0,43;-2,37;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;19.357,17;8,20;1,66;0,00;4.384.091.220,07
BTTL4;11.091,73;;33.400,08;4.031,14;2.904,64;19,76;-119,83;169,30;-47.188,49;-17,82;0,86;-0,07;56.545,25;37.165,59;-3.276,80;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;;2,75;0,33;-213,24;65.237.893,52
CALI3;17,30;1,56;5,84;0,68;0,19;24,14;21,37;13,39;3,66;6,03;2,37;0,44;0,78;0,41;-0,48;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;3.410,00;25,32;2,96;0,00;120.906.240,00
CALI4;50,00;;16,88;1,97;0,55;24,14;21,37;13,39;10,58;6,03;2,37;0,44;2,26;1,19;-1,39;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;;25,32;2,96;0,00;120.906.240,00
CAMB3;9,79;9,61;5,94;1,35;1,07;48,70;19,06;16,88;5,26;4,53;-0,73;-0,19;1,00;3,08;-2,15;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;120.333,52;7,28;1,65;-0,72;413.873.033,20
CAMB4;6,25;;3,80;0,86;0,68;48,70;19,06;16,88;3,36;4,53;-0,73;-0,19;0,64;1,97;-1,38;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;;7,28;1,65;-0,46;413.873.033,20
CAML3;5,05;5,11;7,57;0,51;0,16;15,28;4,68;1,97;3,18;8,54;5,36;0,86;0,15;0,73;-0,36;1,64;6,75;2,10;3,74;0,31;0,69;1,07;17,84;-0,53;3.362.049,78;9,88;0,67;-0,12;1.767.500.000,00
CASH3;4,48;;10,38;0,96;0,77;15,24;15,24;12,40;8,44;7,25;-1,19;-0,13;1,29;8,23;-1,00;1,69;9,22;7,44;2,28;0,81;0,18;0,60;34,97;26,53;7.619.600,13;4,68;0,43;-0,04;506.162.854,40
CASN3;8,77;1,03;28,88;4,01;1,71;53,15;31,57;16,44;15,04;15,79;3,08;0,82;4,75;28,70;-2,15;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,14;8.529.097.212,50
CASN4;6,07;1,64;19,99;2,77;1,19;53,15;31,57;16,44;10,41;15,79;3,08;0,82;3,29;19,87;-1,49;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,10;8.529.097.212,50
CATA3;103,61;25,55;0,72;0,07;0,04;27,03;8,67;6,61;0,55;3,54;3,00;0,41;0,05;0,12;-0,09;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,10;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;27,03;8,67;6,61;0,00;3,54;3,00;0,41;0,00;0,00;0,00;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,00;14.940.354,78
CBAV3;4,91;;16,97;0,73;0,24;11,05;8,33;2,15;4,38;8,85;4,46;0,75;0,37;1,64;-0,35;1,86;4,32;1,41;8,28;0,33;0,66;0,66;9,20;;12.925.872,09;6,70;0,29;-0,14;3.196.766.942,27
CBEE3;9,76;;5,39;0,44;0,19;14,93;9,85;7,46;4,08;9,19;5,11;0,55;0,40;-1,04;-0,23;0,53;8,18;3,45;2,01;0,42;0,58;0,46;8,16;19,77;1.549,11;22,14;1,81;-0,01;3.709.185.988,48
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;16,32;4,13;10,02;1,46;0,57;55,09;12,29;6,26;5,10;5,37;0,27;0,08;0,63;3,67;-1,07;1,49;14,53;5,66;16,89;0,39;0,61;0,90;7,64;248,85;39.761.699,13;11,21;1,63;0,13;5.030.559.509,76
CEBR3;22,90;23,17;8,40;1,53;1,11;49,37;54,36;44,81;6,92;4,80;-2,42;-0,54;3,76;2,40;-2,41;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;126.334,83;14,93;2,73;0,46;1.723.359.513,75
CEBR5;23,40;15,55;8,58;1,57;1,14;49,37;54,36;44,81;7,07;4,80;-2,42;-0,54;3,84;2,45;-2,46;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;56.110,18;14,93;2,73;0,47;1.723.359.513,75
CEBR6;24,91;16,07;9,13;1,67;1,21;49,37;54,36;44,81;7,53;4,80;-2,42;-0,54;4,09;2,61;-2,62;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;202.544,17;14,93;2,73;0,50;1.723.359.513,75
CEDO3;15,01;;2,11;0,50;0,16;27,57;12,87;7,15;1,17;4,14;3,09;1,31;0,15;3,33;-0,27;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;10.713,75;30,25;7,11;-0,26;134.173.355,84
CEDO4;11,30;;1,59;0,37;0,12;27,57;12,87;7,15;0,88;4,14;3,09;1,31;0,11;2,51;-0,20;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;27.969,50;30,25;7,11;-0,20;134.173.355,84
CEEB3;36,50;3,64;4,49;1,13;0,30;30,33;24,02;12,18;2,27;6,49;3,59;1,78;0,55;-11,05;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;13.720,65;32,28;8,13;0,19;12.228.688.373,54
CEEB5;34,03;3,90;4,18;1,05;0,28;30,33;24,02;12,18;2,12;6,49;3,59;1,78;0,51;-10,30;-0,33;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;10.208,00;32,28;8,13;0,18;12.228.688.373,54
CEEB6;60,68;2,41;7,46;1,88;0,50;30,33;24,02;12,18;3,78;6,49;3,59;1,78;0,91;-18,36;-0,60;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;;32,28;8,13;0,32;12.228.688.373,54
CEED3;8,50;;-1,17;-0,15;0,07;18,52;7,73;-8,43;1,28;13,00;11,71;;0,10;1,18;-0,10;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;1.620,00;-55,34;-7,25;0,28;582.053.066,00
CEED4;20,00;;-2,76;-0,36;0,16;18,52;7,73;-8,43;3,01;13,00;11,71;;0,23;2,78;-0,23;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;0,00;-55,34;-7,25;0,66;582.053.066,00
CEGR3;96,49;;46,44;13,95;5,56;29,12;18,37;10,78;27,26;28,01;0,75;0,38;5,01;-47,56;-7,05;0,64;30,04;11,97;26,34;0,40;0,60;1,11;2,19;7,66;4.824,50;6,92;2,08;-33,05;25.052.444.760,68
CEPE3;125,26;;16,69;4,41;0,64;21,75;14,52;6,84;7,86;13,86;6,57;3,69;1,14;16,84;-0,83;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CEPE5;40,12;;5,35;1,41;0,21;21,75;14,52;6,84;2,52;13,86;6,57;3,69;0,37;5,39;-0,27;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CEPE6;43,00;;5,73;1,51;0,22;21,75;14,52;6,84;2,70;13,86;6,57;3,69;0,39;5,78;-0,29;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CESP3;25,55;;7,97;1,15;0,61;30,72;121,64;65,05;4,26;5,71;1,48;0,40;5,18;7,40;-0,70;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CESP5;25,00;;7,79;1,13;0,60;30,72;121,64;65,05;4,17;5,71;1,48;0,40;5,07;7,24;-0,68;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CESP6;25,25;;7,87;1,14;0,61;30,72;121,64;65,05;4,21;5,71;1,48;0,40;5,12;7,32;-0,69;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CGAS3;139,00;3,44;11,50;10,74;1,28;24,14;20,59;11,35;6,34;8,84;2,50;4,23;1,30;17,36;-1,76;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;10.831,69;12,95;12,09;-0,27;18.420.361.593,00
CGAS5;134,81;3,28;11,15;10,41;1,24;24,14;20,59;11,35;6,15;8,84;2,50;4,23;1,27;16,84;-1,71;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;57.532,30;12,95;12,09;-0,26;18.420.361.593,00
CGRA3;30,49;10,44;5,33;0,66;0,48;52,41;10,34;15,78;8,13;5,96;-2,19;-0,18;0,84;1,71;-0,86;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;23.561,73;46,11;5,72;0,10;628.374.601,68
CGRA4;30,55;10,42;5,34;0,66;0,48;52,41;10,34;15,78;8,15;5,96;-2,19;-0,18;0,84;1,72;-0,86;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;235.312,04;46,11;5,72;0,10;628.374.601,68
CIEL3;5,83;;12,97;1,60;0,14;41,12;18,60;11,57;8,06;12,69;4,63;0,92;1,50;1,60;-1,51;1,11;12,31;1,11;3,73;0,09;0,88;0,10;-1,94;-4,62;0,00;3,65;0,45;-0,39;15.839.031.805,63
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40
